;ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
1862;1;3;2;0;1;1;64.68;1.08
1863;3;3;2;0;1;1;1.94;4.82
1864;0;3;2;0;1;1;87.2;5.18
1865;0;3;2;0;1;1;29.27;5.9
1866;1;3;3;0;1;1;6.86;0.91
1867;0;3;3;0;1;1;8.55;4.76
1868;0;3;3;0;1;1;72.46;5.19
1869;0;3;3;0;1;1;30.04;5.44
1870;3;3;3;0;1;1;25.46;2.41
1871;3;3;3;0;1;1;1.44;2.17
1872;1;3;3;0;0;3;57.11;1.36
1873;4;3;3;0;1;1;43.82;1.1
1874;4;3;3;0;1;1;50.94;0.56
1875;0;3;3;0;1;1;36.73;5.73
1876;0;3;3;0;1;1;1.19;2.61
1877;0;3;3;0;0;1;63.72;2.91
1878;0;3;3;0;1;1;19.32;5.92
1879;4;3;3;0;1;1;53.02;0.95
1880;0;3;3;0;1;1;69.18;3.32
1881;2;3;3;0;1;1;60.98;1.18
1882;2;3;3;0;1;1;9.82;0.64
1883;3;3;3;0;1;1;65.86;1.13
1884;1;3;3;0;1;1;50.18;0.64
1885;0;3;3;0;1;1;79.98;1.71
1886;3;3;3;0;1;1;71.26;2.64
1887;0;3;3;0;1;1;13.23;1.66
1888;3;3;3;0;0;1;5.53;1.13
1889;0;3;3;0;1;1;30.31;5.07
1890;0;3;3;0;1;1;59.1;1.33
1891;0;3;1;0;1;1;7.4;3.8
1892;0;3;1;0;1;1;86.21;5.35
1893;0;3;1;0;1;1;25.48;5.95
1894;1;3;1;0;1;1;3.07;1.02
1895;0;3;1;0;1;1;26.91;5.77
1896;2;3;1;1;1;1;43.59;0.87
1897;0;3;1;0;1;1;10.06;6.23
1898;0;3;1;0;1;1;44.41;3.73
1899;4;3;1;1;1;1;9.04;0.69
1900;0;3;1;0;1;1;84.92;7.1
1901;4;3;1;0;1;1;83.72;0.71
1902;0;3;1;0;1;1;86.75;7.2
1903;1;3;2;1;0;2;54.19;0.6
1904;0;3;2;0;1;1;29.48;4.2
1905;1;3;2;1;0;2;53.11;0.68
1906;0;3;2;0;1;1;0.42;7.41
1907;1;3;2;1;0;2;20.78;0.61
1908;0;3;1;0;1;1;46.73;7.03
1909;0;3;1;0;1;1;0.0;2.67
1910;0;3;1;1;1;1;69.19;5.18
1911;3;3;1;1;1;1;81.0;2.26
1912;1;3;1;0;1;1;53.11;0.68
1913;0;3;1;0;1;1;50.61;1.34
1914;0;3;1;0;1;1;26.58;7.54
1915;0;3;2;0;1;1;40.88;7.32
1916;0;3;2;0;1;1;37.88;7.36
1917;0;3;2;0;1;1;4.83;3.23
1918;0;3;2;0;1;1;1.28;4.87
1919;0;3;2;0;1;1;0.42;7.46
1920;0;3;2;0;1;1;84.88;7.05
1921;2;3;2;0;0;3;81.61;2.42
1922;0;3;2;0;1;1;23.45;4.65
1923;2;3;2;0;0;3;19.5;2.77
1924;0;3;2;0;1;1;42.33;6.14
1925;0;3;2;0;0;2;54.45;1.27
1926;0;3;2;0;1;1;29.99;7.41
1927;0;3;2;0;0;2;19.86;0.96
1928;0;3;2;0;1;1;24.05;2.14
1929;0;3;2;0;1;1;34.79;6.2
1930;0;3;2;0;1;1;46.93;7.38
1931;1;3;2;1;0;2;54.19;0.6
1932;0;3;1;0;0;2;24.16;0.93
1933;0;3;1;0;1;1;83.5;7.01
1934;2;3;1;0;0;1;32.2;0.61
1935;1;3;1;0;1;1;27.44;0.71
1936;0;3;1;0;1;1;28.47;7.42
1937;2;3;1;1;0;1;63.46;0.79
1938;0;3;1;1;0;1;4.57;2.73
1939;0;3;1;0;0;2;46.38;0.75
1940;1;3;1;0;1;1;86.52;4.91
1941;0;3;1;0;1;1;43.49;0.79
1942;1;3;1;0;0;3;46.22;0.83
1943;0;3;1;0;1;1;47.53;7.38
1944;0;3;1;0;1;1;85.27;5.63
1945;2;3;1;0;1;1;77.48;0.61
1946;0;3;2;1;1;1;52.32;7.43
1947;2;3;2;0;0;1;35.98;1.39
1948;0;3;2;0;0;2;36.74;2.37
1949;0;3;2;0;1;1;33.27;7.54
1950;2;3;2;0;0;3;61.38;3.04
1951;0;3;2;0;1;1;37.54;7.32
1952;0;3;2;0;1;1;21.34;7.48
1953;0;3;2;0;1;1;57.16;7.26
1954;3;3;2;0;0;1;48.09;1.02
1955;1;3;2;0;0;2;45.72;1.22
1956;0;3;2;0;1;1;47.66;3.39
1957;0;3;2;0;1;1;8.94;1.75
1958;0;3;2;0;1;1;30.79;7.34
1959;1;3;2;1;0;2;52.4;1.03
1960;0;3;2;0;1;1;50.09;5.96
1961;0;3;2;0;1;1;87.59;7.08
1962;2;3;2;0;0;2;2.03;4.6
1963;0;3;2;0;1;1;37.25;7.64
1964;0;3;2;0;1;1;46.02;7.41
1965;0;3;2;0;1;1;50.35;6.08
1966;0;3;2;0;1;1;19.37;7.38
1967;0;3;2;0;1;1;13.14;7.66
1968;0;3;1;0;1;1;43.84;3.85
1969;0;3;1;0;1;1;15.7;6.03
1970;0;3;1;0;1;1;87.64;4.58
1971;1;3;1;0;1;1;45.79;1.14
1972;1;3;1;0;1;1;39.01;0.95
1973;0;3;1;0;1;1;8.61;5.82
1974;5;3;1;1;1;1;36.3;0.64
1975;0;3;2;0;1;1;32.09;7.38
1976;0;3;2;0;1;1;47.19;7.49
1977;0;3;2;0;1;1;79.87;5.14
1978;0;3;2;0;1;1;15.02;5.67
1979;0;3;2;0;1;1;89.66;5.44
1980;0;3;2;0;1;1;49.15;7.2
1981;0;3;2;0;1;1;48.74;7.39
1982;0;3;2;0;1;1;88.37;5.01
1983;0;3;2;0;1;1;30.73;5.86
1984;0;3;2;0;1;1;84.36;4.16
1985;0;3;2;0;1;1;17.99;5.99
1986;0;3;2;0;1;1;7.14;2.19
1987;0;3;2;0;1;1;89.37;7.13
1988;0;3;1;0;1;1;49.35;5.95
1989;2;3;1;0;1;1;54.17;1.07
1990;4;3;1;0;1;1;15.89;0.6
1991;0;3;1;0;1;1;86.43;5.67
1992;0;3;1;0;1;1;5.28;2.96
1993;4;3;3;0;1;1;80.2;1.1
1994;0;3;2;0;1;1;75.26;3.77
1995;2;3;2;1;0;2;29.35;2.55
1996;0;3;2;0;1;1;44.05;5.24
1997;0;3;2;0;1;1;0.0;4.27
1998;0;3;2;0;1;1;73.39;7.21
1999;0;3;2;0;1;1;48.5;7.27
2000;0;3;2;0;1;1;41.81;7.35
2001;0;3;2;0;1;1;50.86;7.37
2002;0;3;2;0;1;1;42.43;7.42
2003;0;3;1;0;1;1;42.68;6.1
2004;0;3;1;1;1;1;35.44;7.6
2005;0;3;1;0;1;1;27.69;6.56
2006;0;3;1;0;1;1;38.98;7.61
2007;0;3;1;0;1;1;40.6;7.36
2008;0;3;1;0;1;1;21.69;5.3
2009;0;3;1;0;1;1;52.14;7.31
2010;3;3;3;1;1;1;3.3;2.84
2011;3;3;3;0;1;1;33.95;1.75
2012;3;3;3;0;1;1;0.0;2.17
2013;0;3;3;0;1;1;41.7;1.06
2014;3;3;3;0;1;1;10.8;2.32
2015;0;3;1;0;1;1;56.81;5.07
2016;1;3;1;0;1;1;49.58;0.71
2017;1;3;1;1;1;1;9.04;0.69
2018;1;3;1;0;1;1;63.6;0.55
2019;0;3;1;0;1;1;36.49;3.39
2020;1;3;1;1;1;1;58.66;0.57
2021;0;3;1;0;1;1;8.29;6.04
2022;3;3;1;0;1;1;22.57;2.41
2023;0;3;1;0;1;1;83.87;2.79
2024;1;3;1;0;1;1;57.45;0.45
2025;1;3;1;0;1;1;60.73;1.06
2026;0;3;1;0;1;1;89.73;4.9
2027;3;3;1;0;1;1;46.58;0.67
2028;0;3;1;0;1;1;67.37;5.07
2029;0;3;2;1;1;1;23.59;7.48
2030;0;3;2;0;0;2;29.12;0.78
2031;1;3;2;0;0;2;53.11;0.68
2032;1;3;2;1;0;2;50.18;0.64
2033;2;3;2;0;0;2;15.79;3.0
2034;0;3;2;0;1;1;63.97;5.45
2035;0;3;2;0;0;2;14.68;4.3
2036;0;3;2;0;1;1;17.78;7.49
2037;1;3;2;1;1;1;17.66;0.72
2038;1;3;2;0;0;2;46.38;0.75
2039;0;3;2;0;1;1;3.52;6.21
2040;0;3;2;0;1;1;2.06;4.54
2041;0;3;2;0;1;1;34.25;6.09
2042;0;3;2;0;1;1;88.38;6.97
2043;1;3;2;1;0;2;22.85;0.98
2044;0;3;2;0;1;1;79.27;5.15
2045;0;3;2;0;1;1;80.02;7.13
2046;3;3;1;0;1;1;79.87;3.26
2047;0;3;1;0;0;1;50.97;1.26
2048;0;3;1;0;1;1;11.63;2.16
2049;0;3;1;0;1;1;20.01;2.55
2050;1;3;1;0;1;1;33.54;0.89
2051;1;3;1;0;0;2;57.98;0.77
2052;3;3;1;0;1;1;62.21;1.23
2053;1;3;1;0;1;1;51.3;1.53
2054;1;3;1;0;1;1;59.22;1.01
2055;0;3;1;0;1;1;65.14;4.38
2056;4;3;1;1;1;1;42.08;1.22
2057;0;3;1;0;1;1;14.44;7.42
2058;0;3;1;0;1;1;7.0;4.46
2059;0;3;1;1;1;1;87.14;7.08
2060;1;3;1;1;1;1;64.87;0.96
2061;0;3;1;1;0;2;53.68;2.36
2062;0;3;1;0;1;1;78.81;7.21
2063;1;3;1;0;1;1;53.11;0.68
2064;0;3;1;0;1;1;0.0;0.79
2065;0;3;1;0;0;1;6.33;2.96
2066;1;3;2;0;1;1;5.28;2.96
2067;0;3;2;0;1;1;40.1;7.52
2068;0;3;2;0;1;1;26.19;6.04
2069;0;3;2;0;1;1;85.78;7.04
2070;0;3;2;0;1;1;42.41;7.34
2071;0;3;2;0;1;1;8.07;6.59
2072;0;3;2;0;1;1;32.86;8.23
2073;1;3;2;0;0;2;58.69;0.89
2074;0;3;3;0;1;1;62.34;4.92
2075;1;3;3;0;1;1;49.58;0.71
2076;0;3;3;0;1;1;29.91;4.48
2077;2;3;3;0;0;3;49.1;0.79
2078;0;3;3;0;1;1;37.83;5.68
2079;2;3;3;0;1;1;1.41;4.43
2080;4;3;3;0;1;1;36.07;1.66
2081;4;3;3;0;1;1;69.0;0.52
2082;0;3;3;0;1;1;59.98;1.7
2083;0;3;3;0;1;1;64.01;1.94
2084;0;3;3;0;1;1;42.95;5.75
2085;3;3;3;0;1;1;21.77;3.23
2086;1;3;3;1;1;1;41.47;0.99
2087;0;3;3;0;1;1;88.2;5.99
2088;0;3;3;0;1;1;19.36;3.12
2089;0;3;3;0;0;1;29.57;1.1
2090;4;3;3;0;1;1;31.97;1.13
2091;0;3;2;1;1;1;52.65;7.39
2092;0;3;2;0;1;1;30.93;7.41
2093;0;3;2;0;1;1;28.06;5.21
2094;0;3;1;0;1;1;12.79;0.98
2095;4;3;1;0;1;1;20.58;1.08
2096;5;3;1;0;1;1;63.42;0.91
2097;1;3;1;0;1;1;67.91;0.94
2098;1;3;1;0;1;1;59.45;0.7
2099;0;3;1;0;1;1;12.79;0.98
2100;3;3;1;0;1;1;0.0;1.57
2101;0;3;1;0;1;1;11.65;5.93
2102;0;3;2;0;1;1;85.96;5.02
2103;2;3;2;0;1;1;35.72;7.83
2104;2;3;2;0;1;1;86.31;7.2
2105;1;3;2;0;0;3;56.52;1.24
2106;0;3;2;0;1;1;83.21;7.18
2107;1;3;2;1;0;2;41.2;0.91
2108;0;3;2;0;1;1;74.54;5.25
2109;0;3;2;0;1;1;47.5;7.46
2110;2;3;2;0;1;1;22.33;5.44
2111;2;3;2;0;0;3;40.4;1.26
2112;2;3;2;0;1;1;29.62;7.38
2113;0;3;2;0;1;1;10.96;4.01
2114;4;3;2;0;1;1;79.13;1.0
2115;0;3;2;0;1;1;24.07;4.67
2116;0;3;2;0;1;1;77.51;4.18
2117;0;3;2;1;1;1;73.76;7.37
2118;3;3;3;0;0;1;3.18;2.95
2119;4;3;3;1;1;1;30.14;1.3
2120;4;3;3;0;1;1;53.02;0.95
2121;4;3;3;0;1;1;8.2;1.53
2122;0;3;2;0;1;1;73.64;7.32
2123;0;3;2;0;1;1;86.96;3.54
2124;0;3;2;0;1;1;28.04;7.64
2125;1;3;2;0;1;1;57.98;0.77
2126;0;3;1;0;1;1;67.4;7.37
2127;0;3;1;0;1;1;81.12;3.36
2128;0;3;1;0;1;1;10.62;7.09
2129;0;3;1;0;1;1;61.25;7.26
2130;0;3;1;0;1;1;17.3;7.87
2131;2;3;1;0;1;1;57.3;1.16
2132;0;3;1;0;1;1;0.84;7.41
2133;0;3;1;0;1;1;41.78;7.27
2134;3;3;2;0;1;1;27.54;1.77
2135;0;3;2;0;1;1;84.36;4.16
2136;1;3;2;0;1;1;67.14;0.77
2137;0;3;2;0;1;1;6.95;1.8
2138;0;3;2;0;1;1;7.01;4.91
2139;2;3;2;0;1;1;21.58;4.29
2140;1;3;2;0;1;1;72.13;0.97
2141;0;3;2;0;1;1;38.73;2.78
2142;0;3;2;0;1;1;74.58;7.34
2143;1;3;2;0;1;1;65.5;3.11
2144;0;3;2;0;1;1;84.02;3.39
2145;0;3;2;0;1;1;41.19;3.47
2146;0;3;2;0;1;1;65.79;5.43
2147;1;3;2;0;1;1;32.48;0.81
2148;0;3;2;0;1;1;58.87;3.56
2149;1;3;2;0;1;1;15.89;0.6
2150;0;3;2;0;1;1;30.35;7.43
2151;0;3;3;0;1;1;0.0;1.07
2152;1;3;3;1;0;2;28.03;1.27
2153;4;3;1;1;1;1;27.44;0.71
2154;0;3;1;0;1;1;42.1;7.31
2155;1;3;1;0;1;1;50.94;0.56
2156;0;3;1;0;1;1;88.47;7.02
2157;0;3;2;0;1;1;6.31;4.46
2158;0;3;2;0;1;1;41.02;5.14
2159;0;3;2;0;1;1;37.13;6.04
2160;0;3;2;0;1;1;6.24;5.51
2161;1;3;2;0;0;2;41.2;0.91
2162;0;3;2;0;1;1;41.04;7.63
2163;0;3;2;0;1;1;88.39;6.7
2164;0;3;2;1;1;1;42.55;5.71
2165;0;3;2;0;1;1;7.62;5.75
2166;2;3;2;0;0;3;80.63;3.86
2167;2;3;2;0;0;2;18.71;3.22
2168;0;3;2;0;1;1;50.05;1.07
2169;1;3;2;0;0;2;60.06;0.38
2170;0;3;2;0;1;1;18.68;5.61
2171;0;3;2;0;1;1;1.66;7.52
2172;0;3;2;0;1;1;16.92;7.86
2173;0;3;2;0;1;1;47.22;7.42
2174;2;3;2;0;0;3;17.9;1.24
2175;0;3;2;0;1;1;5.12;7.32
2176;0;3;2;0;0;2;37.73;3.02
2177;0;3;2;0;1;1;81.78;7.09
2178;0;3;3;0;0;1;59.98;1.7
2179;0;3;3;0;1;1;0.96;6.53
2180;0;3;3;0;0;1;49.73;1.57
2181;0;3;3;0;1;1;4.89;6.38
2182;4;3;3;0;1;1;8.38;0.75
2183;1;3;3;0;1;1;40.4;1.26
2184;0;3;1;0;1;1;30.26;4.43
2185;0;3;1;0;1;1;1.69;5.53
2186;0;3;1;0;1;1;87.81;6.37
2187;5;3;1;0;1;1;54.19;0.6
2188;0;3;1;0;1;1;8.47;2.59
2189;0;3;1;0;1;1;25.24;5.87
2190;0;3;1;0;1;1;36.77;7.46
2191;0;3;2;0;1;1;66.14;2.92
2192;0;3;2;0;1;1;43.75;3.46
2193;0;3;2;0;1;1;44.98;3.93
2194;0;3;2;0;0;2;53.02;0.95
2195;0;3;2;0;1;1;47.25;5.63
2196;0;3;2;0;0;1;76.27;0.56
2197;0;3;2;1;0;2;61.28;0.62
2198;0;3;2;0;1;1;30.27;5.83
2199;0;3;2;0;0;1;3.49;1.79
2200;0;3;2;0;0;1;47.45;1.26
2201;0;3;2;0;1;1;23.78;5.8
2202;0;3;2;1;1;1;79.04;5.05
2203;0;3;2;1;1;1;86.22;7.04
2204;2;3;2;0;1;1;70.76;0.4
2205;0;3;2;0;1;1;4.92;1.9
2206;0;3;2;0;1;1;69.19;5.65
2207;0;3;2;0;1;1;2.31;4.05
2208;0;3;2;0;1;1;39.3;5.16
2209;1;3;1;0;0;2;37.92;0.8
2210;1;3;1;0;0;2;43.21;0.64
2211;0;3;1;0;1;1;18.57;7.52
2212;0;3;1;0;1;1;32.91;7.31
2213;2;3;1;1;0;1;6.86;0.91
2214;0;3;1;0;1;1;52.73;6.5
2215;0;3;1;0;0;2;45.88;1.06
2216;0;3;1;0;1;1;0.42;7.41
2217;0;3;1;0;1;1;34.35;7.23
2218;0;3;1;0;1;1;30.57;7.39
2219;0;3;1;0;1;1;20.8;2.15
2220;0;3;2;0;1;1;21.89;7.45
2221;0;3;2;0;1;1;12.3;7.41
2222;0;3;2;0;1;1;29.78;7.45
2223;2;3;2;0;0;3;24.59;9.42
2224;0;3;2;0;1;1;31.88;5.15
2225;0;3;2;0;0;1;45.73;3.27
2226;0;3;2;0;1;1;81.89;4.07
2227;0;3;2;0;1;1;0.0;1.73
2228;0;3;2;0;1;1;8.08;5.81
2229;0;3;2;0;1;1;24.88;4.4
2230;0;3;2;0;1;1;28.25;5.4
2231;2;3;2;0;0;1;36.45;1.74
2232;1;3;3;0;1;1;59.99;1.26
2233;3;3;3;0;1;1;8.2;1.53
2234;4;3;3;1;1;1;4.55;0.69
2235;3;3;3;0;1;1;17.27;1.47
2236;0;3;3;0;1;1;11.79;5.6
2237;1;3;3;0;1;1;33.59;0.69
2238;0;3;3;0;1;1;62.92;4.89
2239;0;3;1;0;1;1;0.42;7.41
2240;0;3;1;0;1;1;49.66;7.36
2241;0;3;1;0;1;1;16.37;5.02
2242;0;3;1;0;1;1;3.25;5.76
2243;0;3;1;0;1;1;41.49;5.91
2244;0;3;1;1;1;1;40.96;7.47
2245;0;3;1;0;1;1;37.69;7.48
2246;0;3;1;0;1;1;29.99;7.41
2247;0;3;1;0;1;1;2.08;4.49
2248;1;3;1;1;0;2;10.88;0.86
2249;0;3;1;0;1;1;58.42;5.3
2250;0;3;1;0;1;1;42.46;7.5
2251;0;3;1;0;1;1;41.52;7.39
2252;1;3;1;0;1;1;41.2;0.91
2253;0;3;1;1;1;1;87.55;6.97
2254;1;3;1;0;1;1;0.0;1.07
2255;0;3;1;0;1;1;47.94;5.79
2256;0;3;1;0;1;1;12.82;3.19
2257;0;3;1;0;1;1;49.21;6.61
2258;0;3;1;0;1;1;6.32;3.46
2259;1;3;1;0;0;3;50.18;0.64
2260;3;3;1;0;1;1;55.6;2.77
2261;1;3;1;0;0;3;69.93;0.87
2262;0;3;1;0;1;1;57.54;5.48
2263;0;3;1;0;0;1;46.38;0.75
2264;3;3;1;0;1;1;1.64;1.9
2265;1;3;1;0;1;1;32.2;0.61
2266;1;3;1;0;1;1;4.95;0.63
2267;0;3;1;0;1;1;27.72;6.44
2268;0;3;1;0;1;1;41.66;4.01
2269;1;3;1;0;1;1;69.1;0.99
2270;1;3;1;1;1;1;40.01;0.68
2271;0;3;2;0;1;1;24.95;7.74
2272;0;3;3;0;1;1;84.92;7.1
2273;0;3;2;0;1;1;3.26;6.7
2274;0;3;3;0;1;1;86.52;4.91
2275;0;3;1;0;1;1;15.83;7.58
2276;0;3;2;0;1;1;32.22;7.45
2277;0;3;3;0;1;1;21.58;6.07
2278;0;3;2;0;1;1;29.96;7.85
2279;0;3;2;0;1;1;49.37;5.45
2280;0;3;2;0;1;1;23.44;5.61
2281;0;3;2;0;1;1;51.26;7.26
2282;2;3;2;0;0;2;1.86;1.68
2283;0;3;2;0;1;1;2.65;4.71
2284;0;3;2;0;1;1;28.01;5.33
2285;0;3;2;1;1;1;31.57;5.72
2286;0;3;2;0;1;1;5.42;7.49
2287;1;3;2;0;1;1;69.43;1.16
2288;0;3;2;0;1;1;25.73;6.02
2289;0;3;2;0;1;1;1.26;7.41
2290;0;3;1;0;0;1;47.85;1.1
2291;0;3;1;0;1;1;22.15;1.15
2292;0;3;2;0;1;1;77.65;3.45
2293;1;3;3;0;0;2;21.66;1.03
2294;3;3;2;0;1;1;13.65;1.38
2295;5;3;3;0;1;1;27.44;0.71
2296;0;3;2;0;1;1;9.53;7.57
2297;0;3;2;1;1;1;67.0;3.73
2298;4;3;2;1;1;1;12.79;0.98
2299;0;3;2;0;1;1;81.04;7.22
2300;0;3;2;0;1;1;57.52;6.71
2301;2;3;2;1;0;2;43.68;0.95
2302;0;3;2;0;1;1;38.87;7.46
2303;3;3;3;0;1;1;80.53;2.48
2304;4;3;3;0;1;1;6.47;0.97
2305;1;3;3;1;1;1;52.25;0.76
2306;0;3;2;0;1;1;51.53;7.3
2307;2;3;2;0;1;1;28.74;0.91
2308;0;3;2;0;1;1;34.15;6.88
2309;0;3;2;0;1;1;51.91;7.54
2310;0;3;2;0;0;2;3.98;1.57
2311;2;3;2;1;0;1;54.17;1.07
2312;0;3;2;0;1;1;24.69;3.0
2313;0;3;2;0;1;1;49.01;7.43
2314;0;3;2;0;1;1;22.12;7.52
2315;0;3;2;0;0;1;2.23;1.4
2316;0;3;2;0;1;1;1.91;6.53
2317;2;3;2;0;1;1;45.23;6.06
2318;0;3;2;0;1;1;16.2;6.05
2319;2;3;2;1;1;1;73.5;2.21
2320;0;3;2;0;1;1;46.72;5.98
2321;0;3;2;0;1;1;83.6;7.12
2322;0;3;2;0;1;1;50.28;1.42
2323;0;3;2;0;1;1;44.32;2.8
2324;0;3;2;0;1;1;10.08;7.47
2325;0;3;2;0;1;1;44.82;7.49
2326;0;3;1;0;1;1;27.27;7.96
2327;0;3;1;0;1;1;38.27;6.06
2328;2;3;1;1;0;2;34.43;0.96
2329;1;3;1;0;1;1;48.37;0.95
2330;0;3;1;0;1;1;88.84;7.02
2331;0;3;1;0;1;1;23.51;7.78
2332;3;3;1;0;1;1;3.38;1.84
2333;0;3;1;0;1;1;31.48;6.36
2334;0;3;1;0;1;1;57.61;1.48
2335;0;3;1;0;1;1;4.97;2.51
2336;0;3;1;0;1;1;46.96;7.3
2337;2;3;1;0;0;1;12.91;2.68
2338;0;3;1;0;1;1;14.7;6.0
2339;0;3;1;0;1;1;16.55;6.12
2340;1;3;1;1;1;1;54.9;1.0
2341;3;3;3;0;1;1;31.67;0.93
2342;0;3;3;0;1;1;82.67;1.04
2343;3;3;3;0;1;1;73.89;1.87
2344;2;3;3;0;1;1;41.06;1.49
2345;0;3;2;0;1;1;51.96;3.52
2346;0;3;2;1;1;1;85.32;7.15
2347;0;3;2;0;1;1;89.81;6.97
2348;1;3;2;0;0;3;27.15;0.95
2349;1;3;2;0;0;2;57.41;2.91
2350;0;3;2;0;1;1;36.27;7.54
2351;4;3;2;1;1;1;54.17;1.07
2352;0;3;2;0;1;1;35.75;7.36
2353;4;3;2;1;1;1;12.91;2.68
2354;0;3;2;0;1;1;0.84;7.46
2355;0;3;2;0;1;1;36.51;6.4
2356;3;3;2;0;1;1;53.59;7.37
2357;0;3;2;0;1;1;24.9;7.5
2358;0;3;2;0;1;1;42.07;5.52
2359;0;3;2;0;1;1;8.29;6.04
2360;0;3;2;0;1;1;37.16;5.77
2361;1;3;2;0;0;2;37.56;1.07
2362;0;3;2;0;1;1;0.0;6.63
2363;1;3;2;1;0;2;54.17;1.07
2364;0;3;2;0;1;1;0.42;7.41
2365;0;3;2;0;1;1;16.06;7.48
2366;0;3;2;0;1;1;42.66;6.02
2367;0;3;2;0;1;1;41.71;4.09
2368;0;3;2;1;0;2;3.38;1.84
2369;0;3;2;0;1;1;53.67;3.85
2370;0;3;2;0;1;1;49.78;2.85
2371;3;3;2;0;1;1;18.71;1.19
2372;0;3;2;0;1;1;44.53;7.53
2373;0;3;2;0;1;1;86.72;7.14
2374;0;3;2;0;1;1;30.79;7.34
2375;0;3;2;0;1;1;3.24;7.69
2376;4;3;3;0;1;1;61.59;0.74
2377;0;3;2;0;1;1;56.99;5.0
2378;0;3;2;1;1;1;81.84;7.15
2379;2;3;2;1;1;1;55.89;2.1
2380;0;3;2;0;1;1;35.16;7.37
2381;0;3;2;0;1;1;75.45;5.79
2382;0;3;2;0;1;1;87.49;7.03
2383;0;3;2;0;1;1;26.48;4.27
2384;0;3;2;0;1;1;40.22;4.21
2385;1;3;2;1;0;2;31.97;1.13
2386;0;3;2;0;1;1;88.45;6.97
2387;0;3;2;0;1;1;14.57;1.73
2388;2;3;2;0;0;3;26.12;3.46
2389;0;3;2;0;1;1;85.25;7.05
2390;0;3;2;0;1;1;82.22;5.05
2391;0;3;2;0;1;1;67.37;4.07
2392;0;3;2;1;1;1;54.79;6.73
2393;0;3;2;1;1;1;32.36;2.44
2394;0;3;2;0;1;1;6.6;4.74
2395;0;3;2;0;1;1;81.23;4.85
2396;1;3;1;0;1;1;63.73;0.42
2397;3;3;1;0;1;1;9.14;1.03
2398;0;3;3;0;1;1;62.14;3.94
2399;0;3;3;0;1;1;43.82;3.77
2400;3;3;3;0;1;1;80.73;2.54
2401;0;3;2;1;1;1;60.39;5.51
2402;3;3;2;0;0;1;6.47;0.97
2403;3;3;2;0;1;1;63.52;0.67
2404;0;3;2;0;0;1;22.35;0.86
2405;1;3;2;1;0;2;66.64;0.47
2406;0;3;2;0;1;1;40.94;6.23
2407;2;3;2;0;0;2;55.64;3.16
2408;0;3;2;0;1;1;10.32;4.56
2409;1;3;2;0;0;2;36.37;0.92
2410;3;3;2;0;1;1;30.25;1.62
2411;5;3;2;0;1;1;57.45;0.45
2412;0;3;2;0;1;1;47.79;5.36
2413;1;3;1;1;1;1;56.77;1.95
2414;0;3;1;0;1;1;32.06;7.18
2415;0;3;1;0;1;1;48.1;7.46
2416;0;3;1;0;1;1;34.6;7.19
2417;1;3;1;1;0;2;10.11;3.1
2418;0;3;1;0;0;1;56.45;1.44
2419;3;3;1;0;1;1;42.79;1.68
2420;1;3;1;0;1;1;55.76;0.92
2421;0;3;1;0;1;1;41.68;1.8
2422;1;3;2;1;0;2;46.38;0.75
2423;0;3;2;0;1;1;43.38;5.94
2424;0;3;2;0;1;1;39.07;4.15
2425;0;3;2;1;1;1;26.4;7.1
2426;0;3;2;0;1;1;5.15;7.88
2427;0;3;2;0;1;1;30.53;5.46
2428;1;3;2;0;1;1;13.7;1.84
2429;1;3;1;0;1;1;11.85;0.53
2430;3;3;1;0;1;1;3.38;1.84
2431;1;3;1;0;1;1;53.02;0.95
2432;0;3;1;0;1;1;2.01;4.65
2433;3;3;1;0;1;1;19.13;2.82
2434;1;3;1;0;1;1;55.59;0.53
2435;0;3;1;0;1;1;68.17;5.39
2436;3;3;1;0;1;1;33.49;1.28
2437;3;3;1;0;1;1;15.8;1.8
2438;0;3;1;0;1;1;50.14;3.47
2439;0;3;2;0;1;1;0.0;4.38
2440;0;3;2;1;1;1;57.48;3.94
2441;0;3;2;1;0;2;40.01;0.68
2442;1;3;2;0;0;3;8.38;0.75
2443;1;3;2;1;0;2;43.36;0.71
2444;0;3;2;0;1;1;18.65;1.36
2445;1;3;2;0;0;2;30.42;0.54
2446;1;3;2;1;0;2;40.88;0.83
2447;0;3;2;0;1;1;50.4;3.32
2448;0;3;2;0;1;1;28.1;7.4
2449;0;3;2;1;1;1;19.39;4.76
2450;0;3;2;0;1;1;0.84;7.46
2451;0;3;2;0;1;1;16.98;1.12
2452;0;3;2;0;1;1;19.43;5.4
2453;1;3;2;1;0;2;35.16;0.57
2454;0;3;2;0;1;1;37.36;7.45
2455;0;3;2;0;0;2;50.47;0.99
2456;1;3;2;0;0;2;66.64;0.47
2457;0;3;2;1;1;1;46.87;5.59
2458;0;3;2;1;1;1;24.98;2.58
2459;0;3;2;0;0;1;51.55;0.83
2460;2;3;2;1;0;2;17.48;0.54
2461;2;3;2;0;0;2;44.2;2.03
2462;1;3;2;1;0;2;61.97;0.99
2463;2;3;2;0;0;2;0.94;3.33
2464;0;3;2;0;1;1;14.85;7.43
2465;0;3;2;0;1;1;16.14;5.87
2466;2;3;2;0;0;2;40.47;3.94
2467;2;3;2;0;1;1;36.21;4.33
2468;0;3;2;0;1;1;52.4;7.35
